,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,reviews_per_month,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,instant_bookable,availability_365,availability_30,availability_60,availability_90,minimum_minimum_nights,host_id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_has_profile_pic,calculated_host_listings_count,hosts_time_as_host_years,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication,city,latitude,longitude,neighbourhood_cleansed,full_tract_fips,state_fips,county_fips,tract_fips,median_household_income,median_gross_rent,median_home_value,total_population,median_age,poverty_rate,pct_renter_occupied,pct_white,pct_black,pct_asian,pct_hispanic,pct_college_educated,unemployment_rate,listing_url,name,description,bathrooms,has_wifi,has_parking,has_pool,has_gym
51213,,216.0,,4.93,4.55,entire_home,Entire home/apt,6.0,3.0,2.0,1,100.0,False,315.0,14.0,28.0,44.0,1.0,35585912.0,True,1.0,100%,100%,True,True,3.0,,177.0,4.91,4.75,4.86,4.92,clark_NV,36.19322,-115.09624,Unincorporated Areas,32003004710.0,32.0,3.0,4710.0,39194.0,1205.0,,7279.0,28.0,0.460269452845752,0.6526122823098075,0.1388927050419013,0.1902733892018134,0.0379172963319137,0.5735677977744196,0.0894117647058823,0.1496062992125984,https://www.airbnb.com/rooms/669738214768752233,3-Bedroom off The Strip Relaxing Retreat,"No high cleaning fees, you shouldn’t have to pay extra for the basics. Welcome to our Pet Friendly comfortable clean and peaceful home, with only 10-15 minutes away from The Famous Las Vegas Strip, a stay at my home will provide convenience while at the same time providing you with your private oasis away from all the hustle and bustle without breaking the bank.",2.5,True,True,False,False
179547,,60.0,,4.8,0.59,private_room,Private room,2.0,1.0,1.0,30,365.0,False,310.0,0.0,5.0,35.0,30.0,47782497.0,False,2.0,100%,69%,True,True,8.0,7.0,46.0,4.91,4.35,4.78,4.91,nyc_NY,40.66942,-73.87604,East New York,36047111800.0,36.0,47.0,111800.0,82773.0,1689.0,590800.0,4004.0,32.4,0.1555944055944056,0.7152996845425867,0.0059940059940059,0.4755244755244755,0.1535964035964035,0.2962037962037962,0.2258336850991979,0.0923176242737249,https://www.airbnb.com/rooms/36660274,"Montalcino, Self Check-In, 👨🏼‍💻 from home","New Room, with AC unit in the room, Desk and very convenient to Manhattan.<br />35 minutes to downtown NYC.<br />5 minutes walking distance to the C line and 10 minutes to the A and 3 Line.<br />We Clean the bathroom two times at day and we sanitize once at day.<br />Smart Home (lock, sensor  light, speaker in the bathroom)  with Security Camera at the entrance.",1.0,True,False,False,False
53439,267.0,174.0,46458.0,4.97,2.43,entire_home,Entire home/apt,10.0,5.0,5.0,3,29.0,False,122.0,7.0,19.0,34.0,3.0,11880026.0,True,1.0,100%,96%,True,True,1.0,,66.0,4.92,4.82,4.92,4.97,clark_NV,36.1363583,-115.0859139,Unincorporated Areas,32003001608.0,32.0,3.0,1608.0,29474.0,1177.0,,1976.0,40.8,0.375,0.497986577181208,0.3107287449392713,0.0728744939271255,0.0268218623481781,0.5055668016194332,0.0395136778115501,0.0610972568578553,https://www.airbnb.com/rooms/852465484930361272,Stay & Play like Royalty - close to Strip/Downtown,"Located in the heart of Las Vegas, in a gated community, our 5-BD, 3-BA home is close to LV's renowned attractions. Immerse yourself in the excitement of the famous Las Vegas Strip, where you can explore dazzling casinos, catch world-class shows, indulge in gourmet dining experiences & dance the nights away at iconic nightclubs.<br /><br />5-min walk to Boulder Station Hotel & Casino (movie theater, food court, gaming, Kid Quest, restaurants)<br />15-min to Las Vegas Strip & Downtown<br /><br />Everyone is welcome here!",3.0,True,True,False,False
103950,133.0,96.0,12768.0,4.96,1.51,entire_home,Entire home/apt,3.0,0.0,2.0,2,365.0,False,63.0,4.0,34.0,63.0,2.0,113572179.0,True,1.0,96%,99%,True,True,3.0,,50.0,4.88,4.88,4.86,4.96,hawaii_hawaii,20.9934156,-156.6667439,Lahaina,15009031501.0,15.0,9.0,31501.0,134250.0,2339.0,780300.0,2877.0,42.1,0.02711157455683,0.1936708860759493,0.337851929092805,0.0010427528675703,0.3448036148766076,0.0368439346541536,0.195435092724679,0.0646083476272155,https://www.airbnb.com/rooms/779078828560160291,Spacious Studio Steps from Napili Bay Beach,"Welcome to your Spacious Studio Steps from Napili Bay Beach!  You will have a 400 sqft studio and one bathroom condo in Napili Puamala that can comfortably sleep three.  It is a two minute walk to Napili Bay Beach.  There are two community pools, BBQs, direct beach access, laundry room, nearby restaurants, and shopping.  It is also a ten minute drive to Ka'anapali Beach.",1.0,True,True,True,False
218481,630.0,0.0,0.0,,,entire_home,Entire home/apt,10.0,4.0,5.0,30,60.0,True,180.0,30.0,60.0,90.0,30.0,659397646.0,False,0.0,0,0,True,True,3.0,,0.0,,,,,neworleans_LA,29.9756,-90.10814,Mid-City,22071006500.0,22.0,71.0,6500.0,83571.0,1323.0,395100.0,2922.0,35.3,0.1204152249134948,0.7046178343949044,0.5852156057494866,0.2344284736481861,0.0092402464065708,0.1108829568788501,0.6581045172719221,0.0855643044619422,https://www.airbnb.com/rooms/1329055526686698661,The Heritage House Nola,"Super Bowl & Mardi Gras are just around the corner!  The Heritage House is the Prime location! Experience the best of Mid-City living with this beautiful luxury home! 4-bedroom, 4.5-bath, 3,871 sf property blends modern style with functionality. <br /><br />Ideally located just two miles from the Superdome, Canal Place, and within walking distance to popular restaurants, bars, and shops, this home offers the perfect balance of luxury and vibrant city living.",4.5,True,True,False,False
261026,39.0,48.0,1872.0,4.69,0.8,private_room,Private room,1.0,1.0,1.0,3,360.0,False,359.0,24.0,54.0,84.0,3.0,136459383.0,True,1.0,100%,99%,True,True,12.0,,67.0,4.69,4.73,4.76,4.79,santaclara_CA,37.38368,-121.83848,San Jose,6085503802.0,6.0,85.0,503802.0,106364.0,2768.0,1087000.0,7718.0,39.8,0.1006497811961278,0.4367760617760617,0.083959575019435,0.0269499870432754,0.4160404249805649,0.3966053381705104,0.2817171330011498,0.0210094798872662,https://www.airbnb.com/rooms/29877895,"*one person only * 室内clean,comfortable room","· 2018 new renovation<br />· high-speed wifi<br />· provide microwave.If you stay for more than 5 days, we provide free laundry service<br />· three newly decorated bathroom<br />Room is furnished with a full size bed, table, chair, towel,the room is small but comfortable and clean, making it a good choice for travelers looking for an affordable price or a short-term stay。<br /><br />***PLEASE CHECK IN BEFORE 21:00pm！ NO LATE CHECK IN！***",3.0,True,True,False,False
41687,159.0,162.0,25758.0,4.94,2.59,entire_home,Entire home/apt,6.0,2.0,3.0,1,90.0,True,91.0,18.0,48.0,78.0,2.0,43933909.0,True,1.0,100%,99%,True,True,26.0,,63.0,4.86,4.62,4.83,4.97,chicago_IL,41.86468,-87.6962,North Lawndale,17031843100.0,17.0,31.0,843100.0,61648.0,1282.0,330900.0,1491.0,36.9,0.278336686787391,0.723404255319149,0.0945674044265593,0.7719651240778002,0.0127431254191817,0.1207243460764587,0.2935010482180293,0.0418353576248313,https://www.airbnb.com/rooms/941231194429802379,Bold Bohemian Splendor | 2BR | Pilsen,"Surround yourself with bold bohemian style in this bright and cozy space. The place borders Pilsen - rich in Latino culture, it is a neighborhood that overflows with music, art, culinary tradition, and nightlife. It’s home to award-winning restaurants, iconic music venues, and sensational murals. It was named one of the coolest neighborhoods around the world by Forbes. Moreover, it rests next to the the beautiful Douglas Park and the Illinois Medical District for traveling medical professionals.",1.0,True,False,False,False
2472,52.0,72.0,3744.0,4.41,2.03,entire_home,Entire home/apt,2.0,0.0,1.0,1,14.0,False,348.0,14.0,43.0,73.0,1.0,119766721.0,False,1.0,99%,99%,False,True,7.0,,49.0,4.35,4.76,4.33,4.71,asheville_NC,35.592,-82.55847,28801,37021000100.0,37.0,21.0,100.0,20455.0,458.0,839300.0,1190.0,53.2,0.4068877551020408,0.7662835249042146,0.6605042016806723,0.1504201680672268,0.0176470588235294,0.0285714285714285,0.3947598253275109,0.118705035971223,https://www.airbnb.com/rooms/910246575940347861,Micro Studio Downtown,"This is a very small studio in downtown Asheville. Great location, easy to walk to all of downtown and the South Slope. <br /><br />This is a good spot for anyone who just wants somewhere to rest their head while visiting Asheville.",1.0,True,True,False,False
14652,351.0,96.0,33696.0,4.99,2.95,entire_home,Entire home/apt,4.0,2.0,2.0,3,20.0,False,206.0,4.0,11.0,11.0,3.0,12369993.0,True,1.0,100%,100%,True,True,1.0,,268.0,4.97,4.95,4.94,4.98,boston_MA,42.28996,-71.1459,West Roxbury,25025110601.0,25.0,25.0,110601.0,140000.0,2760.0,881700.0,3038.0,58.0,0.0395010395010395,0.2988252569750367,0.815009874917709,0.0134957208689927,0.0368663594470046,0.075378538512179,0.658447857720291,0.038583175205566,https://www.airbnb.com/rooms/23805314,The Red Door Carriage House,"The Red Door Carriage house is a historic 90 year-old structure that was the carriage house for the original farmhouse (our home) on the property.  Located in beautiful West Roxbury Mass., the unit is 3 miles from Fenway (Red Sox), Longwood Medical Center (all of the major hospitals) and 2 miles from Boston College.  A 5 minute walk to the West Roxbury  commuter rail station (10 minutes to South Station) and all bus lines into Boston, this apartment is a spectacular private and tranquil retreat.",2.0,True,True,False,False
169017,,120.0,,4.88,3.53,entire_home,Entire home/apt,2.0,0.0,1.0,30,365.0,False,360.0,25.0,55.0,85.0,30.0,29628369.0,True,2.0,100%,100%,True,True,1.0,10.0,459.0,4.87,4.99,4.82,4.96,nyc_NY,40.6662,-73.97799,Park Slope,36047016700.0,36.0,47.0,16700.0,193594.0,2733.0,1430200.0,4851.0,40.8,0.0511704992749119,0.5318100358422939,0.7223252937538652,0.0150484436198721,0.1486291486291486,0.0882292310863739,0.8060400937255923,0.1090076335877862,https://www.airbnb.com/rooms/5715049,Park Block Studio,"Beautiful, studio apartment 1/2 block from Prospect Park and 1/2 a block from Methodist Hospital and 2 blocks from the F train in a Park Slope townhouse.  Just a short walk to either 5th or 7th Avenue, where there are dozens of restaurants, bars and shops.   Brand new kitchen.",1.0,True,False,False,False
144620,,0.0,,5.0,0.15,entire_home,Entire home/apt,9.0,5.0,6.0,30,365.0,True,364.0,29.0,59.0,89.0,30.0,17969951.0,False,3.0,50%,0,True,True,1.0,2.0,3.0,5.0,5.0,5.0,5.0,la_CA,34.077442374122036,-118.54883178349324,Pacific Palisades,6037262601.0,6.0,37.0,262601.0,250001.0,3501.0,2000001.0,3418.0,49.8,0.0533880903490759,0.0644147682639434,0.783206553540082,0.008191925102399,0.0985956699824458,0.0394967817437097,0.765282131661442,0.0662162162162162,https://www.airbnb.com/rooms/894325052832000256,Large 6200 sqft Palisades 5-Bed Ocean View Home,"5-bed, 6-bath, 6200 sqft luxury home in Palisades Highlands in cul-de-sac with lots of privacy. Enjoy ocean views, heated pool/spa, & exclusive Summit Club access (tennis, basketball, pool, playground, pickle ball, fitness center). Fully equipped for long-term stays: Viking kitchen, EV charging, voice-activated controls, Sonos sound, high speed Internet, streaming services, theater room, master with 2 walk-in closets and 2 bathrooms. Book your extended stay in this stunning gated community.",5.5,True,True,True,True
153489,,40.0,,5.0,0.43,private_room,Private room,1.0,1.0,1.0,5,200.0,True,0.0,0.0,0.0,0.0,5.0,76957128.0,True,0.0,0,75%,True,True,1.0,3.0,6.0,4.83,4.83,5.0,5.0,la_CA,34.44932,-118.42717,Castaic Canyons,6037920034.0,6.0,37.0,920034.0,160580.0,2239.0,836800.0,4318.0,37.7,0.0778429073856975,0.1610233258088788,0.3348772579898101,0.1134784622510421,0.0944881889763779,0.389300602130616,0.4106412005457026,0.0397727272727272,https://www.airbnb.com/rooms/1251549330799036397,Private Room in Modern Home,"Kick back and unwind in this calm, stylish space. Enjoy a queen bedroom and full bathroom to yourself.<br /><br />My husband and I (plus two cute dogs) are ready to host you! Our home is fully renovated with a modern flair and lots of plants. We care about the details in your room, from the sound machine beside your bed to your own personal Keurig.<br /><br />We live in a quiet, ranch style area of Canyon Country just 1.5 miles from the 14 freeway.",1.0,True,True,False,False
247106,,60.0,,4.84,1.17,entire_home,Entire home/apt,10.0,4.0,2.0,30,120.0,True,203.0,0.0,0.0,23.0,30.0,171228853.0,False,1.0,100%,100%,True,True,1.0,,61.0,4.79,4.79,4.77,4.98,sandiego_CA,32.63485,-117.08932,Northwest,6073012700.0,6.0,73.0,12700.0,67961.0,1725.0,568300.0,4882.0,35.6,0.1356001638672675,0.8416810592976396,0.142769356820975,0.0856206472757066,0.0215075788611224,0.7265464973371569,0.1845772685041808,0.0713731574864235,https://www.airbnb.com/rooms/49817279,★Great location| 4BR 2BA 1300 sq ft House| I-5&805,Live like a local and enjoy what San Diego has to offer. You can start the day with breakfast at any of our famous restaurants and then enjoy a bike ride in Coronado Island then you can go ride the Giant Dipper Roller Coaster at Belmont Park in Mission Beach but options are endless.,2.0,True,False,False,False
53214,,6.0,,5.0,0.13,entire_home,Entire home/apt,6.0,2.0,2.0,3,3.0,False,348.0,28.0,58.0,82.0,3.0,486401080.0,False,4.0,0%,63%,False,True,7.0,,1.0,5.0,5.0,5.0,5.0,clark_NV,36.13497,-115.15207,Unincorporated Areas,32003002000.0,32.0,3.0,2000.0,46875.0,1170.0,457400.0,5085.0,44.4,0.2757128810226155,0.701171875,0.4672566371681416,0.1325467059980334,0.0680432645034414,0.2294985250737463,0.2996099463676255,0.1357566765578635,https://www.airbnb.com/rooms/841485534863884465,Westgate Las Vegas-2 Bdr Villas (3),Our spacious villas offer room for everyone a you enjoy our newest room type. The spacious Two Bedroom Villa offers classic gold and black décor that provides an ideal setting for a memorable vacation or business trip. This unique place has a style all its own.,2.0,True,True,True,False
142243,,168.0,,4.67,4.09,private_room,Private room,2.0,1.0,1.0,2,20.0,True,35.0,28.0,35.0,35.0,2.0,51631222.0,False,1.0,100%,100%,True,True,1.0,3.0,148.0,4.53,4.82,4.61,4.87,la_CA,34.014295442325164,-118.47387101400756,Santa Monica,6037702201.0,6.0,37.0,702201.0,111865.0,2344.0,1808600.0,3996.0,40.6,0.1033533533533533,0.6896551724137931,0.6556556556556556,0.0405405405405405,0.0795795795795795,0.1826826826826826,0.6537113730487416,0.0839727195225916,https://www.airbnb.com/rooms/772029320244219513,Private Bathroom & Private Bedroom With Parking,"Welcome to the best bargain in Santa Monica, the apartment of Y.H. and Sam. We made the space very reasonable because:<br /><br />1. Other places to stay near the beach are much more expensive<br />2. It is an older apartment and it is up a flight of stairs<br />3. We love our city and we want you to visit<br /> <br />We wish we had updated designer bathrooms. <br /><br />What we have is a clean, comfortable, private place to stay. We look forward to hosting your stay in Santa Monica.  <br /><br />Parking garage height is 78 inches or 200 cm",1.0,True,False,False,False
181441,,0.0,,,,private_room,Private room,2.0,1.0,1.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,342502879.0,False,0.0,0,0,True,True,3.0,5.0,0.0,,,,,nyc_NY,40.76132,-73.99338,Hell's Kitchen,36061012102.0,36.0,61.0,12102.0,58180.0,1374.0,914800.0,4850.0,60.0,0.1155925155925156,0.9629286376274327,0.5690721649484536,0.0468041237113402,0.0294845360824742,0.3045360824742268,0.568830002245677,0.1370996761424973,https://www.airbnb.com/rooms/43104815,Walk to Time Square or Javit Center Brickwall Room,"Short Walk to Time Square, Port Authority (Center Buses stop) & Javit Center!<br />Short Walk to 42nd St all major subway lines!<br />Classic New York Brick Wall Style Bedroom!<br />No Private Parking but there are Street Parking or Parking Pay Services Near by!<br />Heater, Air Conditioner, Smart TV, Hair Dryer, Hair Flat Iron & Wi-Fi!<br />Unlimited of Disinfecting Wipes & Wet Wipes!<br />No Elevator (Only 3th Floor Walk Up)!<br />Laundromat Just Opposite from the Building!",1.0,True,False,False,False
217336,270.0,0.0,0.0,,,entire_home,Entire home/apt,5.0,2.0,3.0,30,30.0,False,365.0,30.0,60.0,90.0,30.0,565347646.0,False,0.0,0,0,True,True,1.0,,0.0,,,,,neworleans_LA,29.96707,-90.03612,St. Claude,22071013600.0,22.0,71.0,13600.0,77738.0,1628.0,423800.0,855.0,43.4,0.2608187134502924,0.4476190476190476,0.7263157894736842,0.1649122807017544,0.0093567251461988,0.039766081871345,0.7240398293029872,0.1585976627712854,https://www.airbnb.com/rooms/1111913380674435993,Bywater Finest,"Kick back and relax in this calm, stylish space.",2.0,True,True,False,False
171008,,0.0,,4.92,0.5,private_room,Private room,2.0,1.0,1.0,30,31.0,False,0.0,0.0,0.0,0.0,30.0,3510997.0,False,0.0,0,0,True,True,1.0,9.0,60.0,4.9,4.82,4.83,4.95,nyc_NY,40.82421,-73.95142,Harlem,36061022500.0,36.0,61.0,22500.0,58015.0,1579.0,416700.0,10605.0,44.0,0.233048433048433,0.8244473342002601,0.1353135313531353,0.2409240924092409,0.0241395568128241,0.5708628005657709,0.3604120332435912,0.1040133779264214,https://www.airbnb.com/rooms/9839017,MBnb,"MBnb is inspired by the great Belgian artist Marcel Broodthaers, who once wondered if he might not sell something and succeed in life. MBnb is a private bedroom and bath within a larger dupelx apartment. The dining room and kitchen are shared with the founding director of the Broodthaers Society of America, who lives on the garden level.",1.0,True,False,False,False
85644,689.0,186.0,57626.100000000035,4.96,1.41,entire_home,Entire home/apt,6.0,2.0,4.0,1,181.0,True,274.0,17.0,36.0,59.0,1.0,4932682.0,True,1.0,97%,100%,True,True,11.0,,162.0,4.98,4.95,4.64,4.97,hawaii_hawaii,22.20158,-159.50326,North Shore Kauai,15007040104.0,15.0,7.0,40104.0,132115.0,1375.0,1169000.0,1438.0,41.3,0.1133518776077886,0.3881278538812785,0.5751043115438108,0.0,0.0660639777468706,0.0125173852573018,0.4677419354838709,0.0351351351351351,https://www.airbnb.com/rooms/918451,Cycle or Walk to Hanalei Bay,"Totally remodeled, updated - all new furniture, fixtures, finishes.<br /><br />TVNC - 5119<br /><br />This vacation rental is located in Hanalei which is in the tsunami evacuation zone. <br /><br />The house is in the quintessential beach town of Hanalei. Walk to the bay for a surf, swim or beach walk. Have a casual or elegant meal in town, shop, and relax. Hanalei Bay is located less than a two minute walk away and will provide you with the ultimate beach going experience.",2.0,True,True,False,False
206867,223.0,30.0,6690.0,4.95,1.71,entire_home,Entire home/apt,12.0,4.0,7.0,2,365.0,True,326.0,12.0,32.0,55.0,2.0,1542713.0,True,1.0,100%,100%,True,True,65.0,,61.0,4.93,4.54,4.82,5.0,nashville_TN,36.16829,-86.79879,District 19,47037014200.0,47.0,37.0,14200.0,25455.0,812.0,533000.0,2379.0,24.4,0.4924146649810366,0.8280487804878048,0.1555275325767129,0.648171500630517,0.0163934426229508,0.1046658259773013,0.3641868512110726,0.1525612472160356,https://www.airbnb.com/rooms/727487232624054647,The Jackson House - 1.5 miles to Broadway!,"Welcome to the Jackson House, hosted by Hallson Hospitality! This beautifully designed home blends modern style with an ideal downtown location, offering easy access to Nashville’s best. Perfect for group getaways, bachelorette/bachelor parties, and family retreats, it features a fully equipped kitchen, spacious living areas, and a rooftop lounge with sunset views. Enjoy cocktails, music, and Southern breezes, and venture to Broadway for a vibrant night out.",4.0,True,False,False,False
161561,,0.0,,,,entire_home,Entire home/apt,10.0,5.0,5.0,31,365.0,True,365.0,30.0,60.0,90.0,31.0,20308470.0,False,1.0,98%,97%,True,True,83.0,1.0,0.0,,,,,la_CA,34.10173,-118.41873,Beverly Crest,6037261102.0,6.0,37.0,261102.0,250001.0,3133.0,2000001.0,3990.0,47.5,0.0573934837092731,0.090717299578059,0.8315789473684211,0.0338345864661654,0.0528822055137844,0.0471177944862155,0.7515701325889742,0.0090702947845804,https://www.airbnb.com/rooms/1466121152883114440,Beverly Hills Luxe: 5BR Estate W. Panoramic Views,"Discover an extraordinary escape at THE SUMMIT, a fully reimagined modern estate perched high on 1.24 acres of private, gated hillside in prestigious Beverly Hills. With every room opening to breathtaking, unobstructed vistas from the shimmering Pacific Ocean to the twinkling Downtown LA skyline, this five-bedroom, seven-bathroom masterpiece blends architectural brilliance with ultimate comfort and privacy.",7.0,True,True,False,False
237064,,0.0,,,,private_room,Private room,2.0,1.0,1.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,28133977.0,False,0.0,0,0,True,True,3.0,10.0,0.0,,,,,sf_CA,37.74503,-122.48182,Parkside,6075032801.0,6.0,75.0,32801.0,148231.0,2158.0,1401400.0,3946.0,50.2,0.0583136327817178,0.3533891850723534,0.1941206284845413,0.0012671059300557,0.6984287886467309,0.053978712620375,0.4705155912318617,0.0782816229116945,https://www.airbnb.com/rooms/29757778,Master Bedroom Private Entrance,This is a master private bedroom with a private bathroom and private entrance.,1.0,True,False,False,False
131151,,255.0,,5.0,3.19,entire_home,Entire home/apt,3.0,1.0,2.0,3,30.0,False,114.0,8.0,23.0,43.0,2.0,1978488.0,True,2.0,100%,98%,True,True,1.0,6.0,238.0,5.0,4.97,4.93,5.0,la_CA,34.1023,-117.72913,Claremont,6037401902.0,6.0,37.0,401902.0,101723.0,2091.0,982600.0,6101.0,52.3,0.0502754820936639,0.6270708494888967,0.6551385018849369,0.0316341583346992,0.060645795771185,0.2132437305359777,0.6469298245614035,0.057907213003725,https://www.airbnb.com/rooms/35717673,Classic Charm in Claremont Village,"Come get away and relax in our 1 BR guest cottage in the lovely college town of Claremont; walkable to town & the colleges. Hit the bakery for breakfast, hike the Claremont loop, then dine at of our great village restaurants. The beach & winter skiing are both close by.  A library of books, a calming pond and a private patio area outside make it easy to unwind. Our guest cottage features off-street parking, contactless entry, and mini-split (quiet!) climate control.<br /><br />STR Permit: STRP00001",1.0,True,True,False,False
133504,,12.0,,4.2,0.08,entire_home,Entire home/apt,16.0,7.0,7.0,2,365.0,False,360.0,25.0,55.0,85.0,1.0,32636784.0,False,3.0,70%,58%,True,True,10.0,10.0,5.0,4.2,5.0,4.2,4.4,la_CA,34.09767,-118.41496,Beverly Crest,6037261102.0,6.0,37.0,261102.0,250001.0,3133.0,2000001.0,3990.0,47.5,0.0573934837092731,0.090717299578059,0.8315789473684211,0.0338345864661654,0.0528822055137844,0.0471177944862155,0.7515701325889742,0.0090702947845804,https://www.airbnb.com/rooms/43207158,Beverly Hills Mansion w/ Pool Spa Sport Court,"Take advantage of  in this 7 bedroom Luxury Mansion Rental  for you staycation at never seen before special pricing now thru Aug.<br /><br />Bring everyone together in this impressive 8,600 square ft Mediterranean style 7 bedroom home in the heart of Beverly Hills. This  home comes with an oversized backyard with pool, spa, fire pit, plenty of lounging and eating areas plus a tennis/basketball sport court. <br /><br />Book this home today!",8.5,True,True,True,False
254153,767.9499999999825,126.0,57626.100000000035,5.0,3.12,entire_home,Entire home/apt,16.0,6.0,13.0,3,365.0,False,286.0,5.0,25.0,48.0,2.0,121916709.0,True,1.0,100%,87%,True,True,12.0,,21.0,4.67,4.9,4.95,5.0,sandiego_CA,32.66086819516235,-116.99615569006268,Bonita Long Canyon,6073013422.0,6.0,73.0,13422.0,149167.0,,929400.0,4213.0,48.3,0.0375029670068834,0.0726047904191616,0.3080939947780678,0.0071208165202943,0.1592689295039164,0.4913363399003085,0.4791806581598388,0.085,https://www.airbnb.com/rooms/1350184554357814135,Breathtaking City Views:Game & Movie Rm w/Pool&Spa,"Escape to this luxurious 6-bedroom, 4.5-bath almost 5,000 SQ feet hillside estate, perfect for family and friends. Enjoy stunning valley views while relaxing in style. The spacious interior features two living areas, a fully equipped kitchen, dining room, home theatre, and a game room for endless entertainment. Outside, unwind by the pool, soak in the spa, or enjoy the BBQ grill and outdoor games. Whether cooking out, lounging by the pool, or playing games, your vacation options are endless.",4.5,True,True,True,False
269287,105.0,168.0,17640.0,4.68,2.86,entire_home,Entire home/apt,4.0,2.0,3.0,2,60.0,True,327.0,12.0,41.0,64.0,1.0,23904049.0,True,1.0,100%,100%,False,True,1.0,,285.0,4.71,4.8,4.63,4.93,seatle_WA,47.66291,-122.3512,Fremont,53033004901.0,53.0,33.0,4901.0,119969.0,1805.0,1015100.0,3883.0,32.3,0.0516252390057361,0.6132489040428641,0.7532835436518156,0.0283286118980169,0.1001802729848055,0.0659284058717486,0.7681818181818182,0.0394866732477788,https://www.airbnb.com/rooms/19770530,Fremont & Woodland Park Zoo Cozy Living,"This two bedroom townhouse is perfect for those visiting Seattle who want to be staying in a safe and convenient neighborhood. Suitable for tourists, family in town, traveling nurses, business trips, and even temporary housing.",1.5,True,True,False,False
127531,,0.0,,,,entire_home,Entire home/apt,4.0,2.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,118730034.0,False,0.0,0,0,True,True,2.0,7.0,0.0,,,,,la_CA,34.15566,-118.38757,Valley Village,6037143301.0,6.0,37.0,143301.0,95234.0,1961.0,912500.0,3273.0,36.4,0.0745493431102963,0.8243840808591283,0.6403910785212343,0.0369691414604338,0.045523984112435,0.2465627864344638,0.6133167907361455,0.0872065165309056,https://www.airbnb.com/rooms/22526965,"A beautiful, relaxed oasis.","A beautifully relaxed oasis, with access to restaurants, cafes and bars within walking distance. Two bed, two bath, large open plan living space. A perfect place to unwind and rejuvenate for your next LA adventure.<br /><br />Close to the 101/134/170 and the 405 freeways. Minutes from Universal and Warner Bothers studios. <br /><br />Steps from a wonderful cafe serving fantastic coffee and warm baked goods.<br /><br />Ample parking. Very private. Tucked behind two gates and surrounded by plants and trees.",2.0,True,False,False,False
